Squirrel_Id,Snake_ID,Squirrel_Pop,Snake_Pop,Snake_Elevation,Squirrel_Elevation,PairedGeoDistance,SnakeElevType,SquirrelElevType,Comparison_Type, Baseline_Metalloproteinase Activity ,Metalloproteinase_Activity_Serum_Present,Change_in_Activity
145,157,Hopland REC,Humboldt Co,645,253,201794.04,High,Low,AD,1340.08,1235.93,-104.15
145,181,Hopland REC,McLaughlin Res,715,253,65032.18,High,Low,AD,270.64,154.94,-115.7
145,225,Hopland REC,Cantua Creek,530,253,365084.7,High,Low,AD,1065.59,550.06,-515.53
145,236,Hopland REC,San Joaquin Exp R,323,253,363956.29,Low,Low,AS,450.44,244.04,-206.4
145,262,Hopland REC,Sedgwick,332,253,551351.2,Low,Low,AS,743.3,435.37,-307.93
145,287,Hopland REC,Sutter Buttes,85,253,114051.28,Low,Low,AS,746.07,290.68,-455.39
145,313,Hopland REC,Vandenberg,385,253,540150.92,Low,Low,AS,196.77,223.04,26.27
145,332,Hopland REC,Windwolves,715,253,568137.07,High,Low,AD,818.54,396.43,-422.11
147,64,Hopland REC,Blue Oaks,763,253,217072.61,High,Low,AD,805.47,433.32,-372.15
147,91,Hopland REC,Chico Creek,381,253,147742.64,Low,Low,AS,747.36,486.62,-260.74
147,111,Hopland REC,Chimineas,810,253,509196.51,High,Low,AD,1196.65,619.02,-577.63
147,131,Hopland REC,Hopland REC,253,253,0,Low,Low,Sympatric,262.06,404.93,142.87
147,152,Hopland REC,Humboldt Co,645,253,201794.04,High,Low,AD,494.98,198.8,-296.18
147,170,Hopland REC,McLaughlin Res,715,253,65032.18,High,Low,AD,1022.63,742.17,-280.46
147,221,Hopland REC,Cantua Creek,530,253,365084.7,High,Low,AD,754.11,335.6,-418.51
147,242,Hopland REC,San Joaquin Exp R,323,253,363956.29,Low,Low,AS,489.33,145.42,-343.91
147,253,Hopland REC,Sedgwick,332,253,551351.2,Low,Low,AS,1389.02,854.43,-534.59
147,286,Hopland REC,Sutter Buttes,85,253,114051.28,Low,Low,AS,440.74,99.58,-341.16
147,300,Hopland REC,Vandenberg,385,253,540150.92,Low,Low,AS,1031.86,447.99,-583.87
147,320,Hopland REC,Windwolves,715,253,568137.07,High,Low,AD,1000.64,312.93,-687.71
150,30,Hopland REC,Blue Oaks,763,253,217072.61,High,Low,AD,839.47,397.7,-441.77
150,84,Hopland REC,Chico Creek,381,253,147742.64,Low,Low,AS,790.17,391.02,-399.15
150,132,Hopland REC,Hopland REC,253,253,0,Low,Low,Sympatric,366.35,393.07,26.72
150,151,Hopland REC,Humboldt Co,645,253,201794.04,High,Low,AD,790.98,185.56,-605.42
150,180,Hopland REC,McLaughlin Res,715,253,65032.18,High,Low,AD,858.18,243.52,-614.66
150,223,Hopland REC,Cantua Creek,530,253,365084.7,High,Low,AD,1031.72,373.77,-657.95
150,241,Hopland REC,San Joaquin Exp R,323,253,363956.29,Low,Low,AS,488.55,204.85,-283.7
150,266,Hopland REC,Sedgwick,332,253,551351.2,Low,Low,AS,706.13,314.87,-391.26
150,290,Hopland REC,Sutter Buttes,85,253,114051.28,Low,Low,AS,945.83,295.03,-650.8
150,307,Hopland REC,Vandenberg,385,253,540150.92,Low,Low,AS,1121.58,321.19,-800.39
150,334,Hopland REC,Windwolves,715,253,568137.07,High,Low,AD,610.63,283.43,-327.2
150,335,Hopland REC,Chimineas,810,253,509196.51,High,Low,AD,853.05,245.84,-607.21
152,68,Hopland REC,Blue Oaks,763,253,217072.61,High,Low,AD,166.49,170.63,4.14
152,93,Hopland REC,Chico Creek,381,253,147742.64,Low,Low,AS,979.46,1020.17,40.71
152,115,Hopland REC,Chimineas,810,253,509196.51,High,Low,AD,1580.44,1053.42,-527.02
152,133,Hopland REC,Hopland REC,253,253,0,Low,Low,Sympatric,499.37,399.72,-99.65
152,139,Hopland REC,Humboldt Co,645,253,201794.04,High,Low,AD,847.82,494.18,-353.64
152,184,Hopland REC,McLaughlin Res,715,253,65032.18,High,Low,AD,905.91,494.09,-411.82
152,217,Hopland REC,Cantua Creek,530,253,365084.7,High,Low,AD,1476.47,944.35,-532.12
152,239,Hopland REC,San Joaquin Exp R,323,253,363956.29,Low,Low,AS,923.41,411.41,-512
152,265,Hopland REC,Sedgwick,332,253,551351.2,Low,Low,AS,255.17,288.98,33.81
152,301,Hopland REC,Vandenberg,385,253,540150.92,Low,Low,AS,1031.57,699.63,-331.94
152,316,Hopland REC,Windwolves,715,253,568137.07,High,Low,AD,1208.72,823,-385.72
152,345,Hopland REC,Sutter Buttes,85,253,114051.28,Low,Low,AS,198.9,146.775,-52.125
153,17,Hopland REC,Blue Oaks,763,253,217072.61,High,Low,AD,847.3,606.75,-240.55
153,83,Hopland REC,Chico Creek,381,253,147742.64,Low,Low,AS,677.74,626.48,-51.26
153,106,Hopland REC,Chimineas,810,253,509196.51,High,Low,AD,1099.35,556.48,-542.87
153,135,Hopland REC,Hopland REC,253,253,0,Low,Low,Sympatric,125.81,238.27,112.46
153,143,Hopland REC,Humboldt Co,645,253,201794.04,High,Low,AD,943.06,458.12,-484.94
153,179,Hopland REC,McLaughlin Res,715,253,65032.18,High,Low,AD,1122.04,995.31,-126.73
153,222,Hopland REC,Cantua Creek,530,253,365084.7,High,Low,AD,823.66,346.25,-477.41
153,238,Hopland REC,San Joaquin Exp R,323,253,363956.29,Low,Low,AS,644.51,376.31,-268.2
153,268,Hopland REC,Sedgwick,332,253,551351.2,Low,Low,AS,474.62,225.86,-248.76
153,285,Hopland REC,Sutter Buttes,85,253,114051.28,Low,Low,AS,639.4,231.18,-408.22
153,309,Hopland REC,Vandenberg,385,253,540150.92,Low,Low,AS,163.02,119.6,-43.42
153,319,Hopland REC,Windwolves,715,253,568137.07,High,Low,AD,1060.28,913.2,-147.08
154,50,Hopland REC,Blue Oaks,763,253,217072.61,High,Low,AD,709.02,791.58,82.56
154,82,Hopland REC,Chico Creek,381,253,147742.64,Low,Low,AS,678.73,479.44,-199.29
154,123,Hopland REC,Hopland REC,253,253,0,Low,Low,Sympatric,410.26,267.58,-142.68
154,142,Hopland REC,Humboldt Co,645,253,201794.04,High,Low,AD,688.94,502.99,-185.95
154,188,Hopland REC,McLaughlin Res,715,253,65032.18,High,Low,AD,889.19,664.7,-224.49
154,227,Hopland REC,Cantua Creek,530,253,365084.7,High,Low,AD,552.07,539.76,-12.31
154,234,Hopland REC,San Joaquin Exp R,323,253,363956.29,Low,Low,AS,648.92,498.32,-150.6
154,256,Hopland REC,Sedgwick,332,253,551351.2,Low,Low,AS,439.74,524.01,84.27
154,315,Hopland REC,Vandenberg,385,253,540150.92,Low,Low,AS,999.97,634.77,-365.2
154,331,Hopland REC,Windwolves,715,253,568137.07,High,Low,AD,477.38,363.25,-114.13
154,336,Hopland REC,Chimineas,810,253,509196.51,High,Low,AD,1135.54,886.11,-249.43
154,342,Hopland REC,Sutter Buttes,85,253,114051.28,Low,Low,AS,569.18,177.98,-391.2
158,14,Hopland REC,Blue Oaks,763,253,217072.61,High,Low,AD,798.38,786.62,-11.76
158,88,Hopland REC,Chico Creek,381,253,147742.64,Low,Low,AS,621.68,428.66,-193.02
158,114,Hopland REC,Chimineas,810,253,509196.51,High,Low,AD,705.51,598.95,-106.56
158,134,Hopland REC,Hopland REC,253,253,0,Low,Low,Sympatric,304.79,537.81,233.02
158,140,Hopland REC,Humboldt Co,645,253,201794.04,High,Low,AD,1249.5,948.8,-300.7
158,168,Hopland REC,McLaughlin Res,715,253,65032.18,High,Low,AD,1078.88,800.77,-278.11
158,220,Hopland REC,Cantua Creek,530,253,365084.7,High,Low,AD,742.96,409.23,-333.73
158,235,Hopland REC,San Joaquin Exp R,323,253,363956.29,Low,Low,AS,920.18,390.62,-529.56
158,263,Hopland REC,Sedgwick,332,253,551351.2,Low,Low,AS,788.18,509.93,-278.25
158,305,Hopland REC,Vandenberg,385,253,540150.92,Low,Low,AS,591.33,305.95,-285.38
158,333,Hopland REC,Windwolves,715,253,568137.07,High,Low,AD,790.98,539.64,-251.34
158,341,Hopland REC,Sutter Buttes,85,253,114051.28,Low,Low,AS,1084.18,588.73,-495.45
160,28,Humboldt Co,Blue Oaks,763,645,415286.28,High,High,AS,977.18,672.74,-304.44
160,88,Humboldt Co,Chico Creek,381,645,206931.3,Low,High,AD,621.68,397.66,-224.02
160,131,Humboldt Co,Hopland REC,253,645,201794.04,Low,High,AD,262.06,515.37,253.31
160,143,Humboldt Co,Humboldt Co,645,645,0,High,High,Sympatric,943.06,503.75,-439.31
160,182,Humboldt Co,McLaughlin Res,715,645,243634.95,High,High,AS,1764.36,1709.62,-54.74
160,225,Humboldt Co,Cantua Creek,530,645,559214.46,High,High,AS,1065.59,565.74,-499.85
160,239,Humboldt Co,San Joaquin Exp R,323,645,539622.37,Low,High,AD,923.41,399.75,-523.66
160,253,Humboldt Co,Sedgwick,332,645,750049.74,Low,High,AD,1389.02,904.73,-484.29
160,315,Humboldt Co,Vandenberg,385,645,740759.35,Low,High,AD,999.97,453.21,-546.76
160,321,Humboldt Co,Windwolves,715,645,760769.73,High,High,AS,1526.79,1346.39,-180.4
160,338,Humboldt Co,Chimineas,810,645,705950.02,High,High,AS,1354.09,995.75,-358.34
160,345,Humboldt Co,Sutter Buttes,85,645,239441.41,Low,High,AD,198.9,108.31,-90.59
161,50,Humboldt Co,Blue Oaks,763,645,415286.28,High,High,AS,709.02,845.14,136.12
161,78,Humboldt Co,Chico Creek,381,645,206931.3,Low,High,AD,707.53,652.52,-55.01
161,114,Humboldt Co,Chimineas,810,645,705950.02,High,High,AS,705.51,687.14,-18.37
161,132,Humboldt Co,Hopland REC,253,645,201794.04,Low,High,AD,366.35,584.13,217.78
161,142,Humboldt Co,Humboldt Co,645,645,0,High,High,Sympatric,688.94,567.72,-121.22
161,180,Humboldt Co,McLaughlin Res,715,645,243634.95,High,High,AS,858.18,752.85,-105.33
161,223,Humboldt Co,Cantua Creek,530,645,559214.46,High,High,AS,1031.72,804.95,-226.77
161,240,Humboldt Co,San Joaquin Exp R,323,645,539622.37,Low,High,AD,447.01,411.07,-35.94
161,256,Humboldt Co,Sedgwick,332,645,750049.74,Low,High,AD,439.74,487.68,47.94
161,307,Humboldt Co,Vandenberg,385,645,740759.35,Low,High,AD,1121.58,794.23,-327.35
161,334,Humboldt Co,Windwolves,715,645,760769.73,High,High,AS,610.63,574.31,-36.32
161,342,Humboldt Co,Sutter Buttes,85,645,239441.41,Low,High,AD,569.18,252.11,-317.07
162,30,Humboldt Co,Blue Oaks,763,645,415286.28,High,High,AS,839.47,972.71,133.24
162,77,Humboldt Co,Chico Creek,381,645,206931.3,Low,High,AD,576.98,775.35,198.37
162,106,Humboldt Co,Chimineas,810,645,705950.02,High,High,AS,1099.35,930.15,-169.2
162,133,Humboldt Co,Hopland REC,253,645,201794.04,Low,High,AD,499.37,507.26,7.89
162,157,Humboldt Co,Humboldt Co,645,645,0,High,High,Sympatric,1340.08,1705.7,365.62
162,176,Humboldt Co,McLaughlin Res,715,645,243634.95,High,High,AS,1075.21,1234.32,159.11
162,220,Humboldt Co,Cantua Creek,530,645,559214.46,High,High,AS,742.96,664.31,-78.65
162,236,Humboldt Co,San Joaquin Exp R,323,645,539622.37,Low,High,AD,450.44,468.81,18.37
162,254,Humboldt Co,Sedgwick,332,645,750049.74,Low,High,AD,888.79,1112.04,223.25
162,287,Humboldt Co,Sutter Buttes,85,645,239441.41,Low,High,AD,746.07,634.55,-111.52
162,311,Humboldt Co,Vandenberg,385,645,740759.35,Low,High,AD,447.01,683.97,236.96
162,316,Humboldt Co,Windwolves,715,645,760769.73,High,High,AS,1208.72,1336.73,128.01
163,64,Humboldt Co,Blue Oaks,763,645,415286.28,High,High,AS,805.47,745.71,-59.76
163,83,Humboldt Co,Chico Creek,381,645,206931.3,Low,High,AD,677.74,841.25,163.51
163,135,Humboldt Co,Hopland REC,253,645,201794.04,Low,High,AD,125.81,346.08,220.27
163,147,Humboldt Co,Humboldt Co,645,645,0,High,High,Sympatric,809.28,736.78,-72.5
163,179,Humboldt Co,McLaughlin Res,715,645,243634.95,High,High,AS,1122.04,1134.02,11.98
163,216,Humboldt Co,Cantua Creek,530,645,559214.46,High,High,AS,1106.14,821.63,-284.51
163,242,Humboldt Co,San Joaquin Exp R,323,645,539622.37,Low,High,AD,489.33,389.27,-100.06
163,267,Humboldt Co,Sedgwick,332,645,750049.74,Low,High,AD,1140.13,1088.04,-52.09
163,288,Humboldt Co,Sutter Buttes,85,645,239441.41,Low,High,AD,771.87,772.16,0.29
163,304,Humboldt Co,Vandenberg,385,645,740759.35,Low,High,AD,298.93,344.75,45.82
163,332,Humboldt Co,Windwolves,715,645,760769.73,High,High,AS,818.54,660.97,-157.57
163,336,Humboldt Co,Chimineas,810,645,705950.02,High,High,AS,1135.54,982.22,-153.32
164,22,Humboldt Co,Blue Oaks,763,645,415286.28,High,High,AS,904.55,964.29,59.74
164,82,Humboldt Co,Chico Creek,381,645,206931.3,Low,High,AD,678.73,403.64,-275.09
164,115,Humboldt Co,Chimineas,810,645,705950.02,High,High,AS,1580.44,977.94,-602.5
164,129,Humboldt Co,Hopland REC,253,645,201794.04,Low,High,AD,191.3,311.35,120.05
164,139,Humboldt Co,Humboldt Co,645,645,0,High,High,Sympatric,847.82,647.24,-200.58
164,168,Humboldt Co,McLaughlin Res,715,645,243634.95,High,High,AS,1078.88,725.12,-353.76
164,221,Humboldt Co,Cantua Creek,530,645,559214.46,High,High,AS,754.11,590.9,-163.21
164,238,Humboldt Co,San Joaquin Exp R,323,645,539622.37,Low,High,AD,644.51,514.78,-129.73
164,265,Humboldt Co,Sedgwick,332,645,750049.74,Low,High,AD,255.17,326.07,70.9
164,286,Humboldt Co,Sutter Buttes,85,645,239441.41,Low,High,AD,440.74,248.05,-192.69
164,300,Humboldt Co,Vandenberg,385,645,740759.35,Low,High,AD,1031.86,668.49,-363.37
164,333,Humboldt Co,Windwolves,715,645,760769.73,High,High,AS,790.98,594.31,-196.67
165,17,Humboldt Co,Blue Oaks,763,645,415286.28,High,High,AS,847.3,539.67,-307.63
165,84,Humboldt Co,Chico Creek,381,645,206931.3,Low,High,AD,790.17,420.96,-369.21
165,137,Humboldt Co,Hopland REC,253,645,201794.04,Low,High,AD,409.99,440.17,30.18
165,140,Humboldt Co,Humboldt Co,645,645,0,High,High,Sympatric,1249.5,785.1,-464.4
165,167,Humboldt Co,McLaughlin Res,715,645,243634.95,High,High,AS,1247.14,1067.27,-179.87
165,227,Humboldt Co,Cantua Creek,530,645,559214.46,High,High,AS,552.07,352.76,-199.31
165,241,Humboldt Co,San Joaquin Exp R,323,645,539622.37,Low,High,AD,488.55,223.13,-265.42
165,263,Humboldt Co,Sedgwick,332,645,750049.74,Low,High,AD,788.18,368.36,-419.82
165,301,Humboldt Co,Vandenberg,385,645,740759.35,Low,High,AD,1031.57,607.93,-423.64
165,318,Humboldt Co,Windwolves,715,645,760769.73,High,High,AS,1128.89,841.03,-287.86
165,335,Humboldt Co,Chimineas,810,645,705950.02,High,High,AS,853.05,413.82,-439.23
165,347,Humboldt Co,Sutter Buttes,85,645,239441.41,Low,High,AD,441.94,217.17,-224.77
166,14,Humboldt Co,Blue Oaks,763,645,415286.28,High,High,AS,798.38,981.07,182.69
166,93,Humboldt Co,Chico Creek,381,645,206931.3,Low,High,AD,979.46,1269.65,290.19
166,125,Humboldt Co,Hopland REC,253,645,201794.04,Low,High,AD,159.79,185.64,25.85
166,151,Humboldt Co,Humboldt Co,645,645,0,High,High,Sympatric,790.98,464.96,-326.02
166,184,Humboldt Co,McLaughlin Res,715,645,243634.95,High,High,AS,905.91,631.87,-274.04
166,228,Humboldt Co,Cantua Creek,530,645,559214.46,High,High,AS,983.92,765.35,-218.57
166,237,Humboldt Co,San Joaquin Exp R,323,645,539622.37,Low,High,AD,851.2,741.06,-110.14
166,262,Humboldt Co,Sedgwick,332,645,750049.74,Low,High,AD,743.3,696.65,-46.65
166,314,Humboldt Co,Vandenberg,385,645,740759.35,Low,High,AD,935.4,748.65,-186.75
166,317,Humboldt Co,Windwolves,715,645,760769.73,High,High,AS,1051.68,1026.54,-25.14
166,337,Humboldt Co,Chimineas,810,645,705950.02,High,High,AS,1066.86,867.69,-199.17
166,348,Humboldt Co,Sutter Buttes,85,645,239441.41,Low,High,AD,740.9,393.67,-347.23
168,44,Humboldt Co,Blue Oaks,763,645,415286.28,High,High,AS,1052.02,824.52,-227.5
168,79,Humboldt Co,Chico Creek,381,645,206931.3,Low,High,AD,829.12,399.06,-430.06
168,134,Humboldt Co,Hopland REC,253,645,201794.04,Low,High,AD,304.79,412,107.21
168,152,Humboldt Co,Humboldt Co,645,645,0,High,High,Sympatric,494.98,223.15,-271.83
168,181,Humboldt Co,McLaughlin Res,715,645,243634.95,High,High,AS,270.64,112.72,-157.92
168,222,Humboldt Co,Cantua Creek,530,645,559214.46,High,High,AS,823.66,339.03,-484.63
168,235,Humboldt Co,San Joaquin Exp R,323,645,539622.37,Low,High,AD,920.18,312.05,-608.13
168,268,Humboldt Co,Sedgwick,332,645,750049.74,Low,High,AD,474.62,228.83,-245.79
168,313,Humboldt Co,Vandenberg,385,645,740759.35,Low,High,AD,196.77,183.53,-13.24
168,331,Humboldt Co,Windwolves,715,645,760769.73,High,High,AS,477.38,194.08,-283.3
168,339,Humboldt Co,Chimineas,810,645,705950.02,High,High,AS,1283.33,805.29,-478.04
168,341,Humboldt Co,Sutter Buttes,85,645,239441.41,Low,High,AD,1084.18,417.68,-666.5
169,42,Humboldt Co,Blue Oaks,763,645,415286.28,High,High,AS,1398.71,1996.48,597.77
169,91,Humboldt Co,Chico Creek,381,645,206931.3,Low,High,AD,747.36,947.57,200.21
169,105,Humboldt Co,Chimineas,810,645,705950.02,High,High,AS,1475,1488.58,13.58
169,127,Humboldt Co,Hopland REC,253,645,201794.04,Low,High,AD,859.56,1168.61,309.05
169,141,Humboldt Co,Humboldt Co,645,645,0,High,High,Sympatric,856.68,968.41,111.73
169,170,Humboldt Co,McLaughlin Res,715,645,243634.95,High,High,AS,1022.63,1096.2,73.57
169,219,Humboldt Co,Cantua Creek,530,645,559214.46,High,High,AS,1143.54,890.25,-253.29
169,234,Humboldt Co,San Joaquin Exp R,323,645,539622.37,Low,High,AD,648.92,767.86,118.94
169,266,Humboldt Co,Sedgwick,332,645,750049.74,Low,High,AD,706.13,668.36,-37.77
169,285,Humboldt Co,Sutter Buttes,85,645,239441.41,Low,High,AD,639.4,402.22,-237.18
169,305,Humboldt Co,Vandenberg,385,645,740759.35,Low,High,AD,591.33,511.42,-79.91
169,320,Humboldt Co,Windwolves,715,645,760769.73,High,High,AS,1000.64,777.63,-223.01
170,68,Humboldt Co,Blue Oaks,763,645,415286.28,High,High,AS,166.49,275.08,108.59
170,90,Humboldt Co,Chico Creek,381,645,206931.3,Low,High,AD,761.7,803.65,41.95
170,111,Humboldt Co,Chimineas,810,645,705950.02,High,High,AS,1196.65,928.92,-267.73
170,123,Humboldt Co,Hopland REC,253,645,201794.04,Low,High,AD,410.26,361.58,-48.68
170,161,Humboldt Co,Humboldt Co,645,645,0,High,High,Sympatric,275.39,388.09,112.7
170,188,Humboldt Co,McLaughlin Res,715,645,243634.95,High,High,AS,889.19,728.34,-160.85
170,217,Humboldt Co,Cantua Creek,530,645,559214.46,High,High,AS,1476.47,1165.75,-310.72
170,232,Humboldt Co,San Joaquin Exp R,323,645,539622.37,Low,High,AD,849.11,848.41,-0.7
170,264,Humboldt Co,Sedgwick,332,645,750049.74,Low,High,AD,976.82,682.44,-294.38
170,290,Humboldt Co,Sutter Buttes,85,645,239441.41,Low,High,AD,945.83,525.84,-419.99
170,309,Humboldt Co,Vandenberg,385,645,740759.35,Low,High,AD,163.02,259.39,96.37
170,319,Humboldt Co,Windwolves,715,645,760769.73,High,High,AS,1060.28,1057.18,-3.1
201,17,McLaughlin Res,Blue Oaks,763,715,173980.59,High,High,AS,847.3,545.19,-302.11
201,88,McLaughlin Res,Chico Creek,381,715,119951.95,Low,High,AD,621.68,396.64,-225.04
201,111,McLaughlin Res,Chimineas,810,715,462546.44,High,High,AS,1196.65,882.96,-313.69
201,127,McLaughlin Res,Hopland REC,253,715,65032.18,Low,High,AD,859.56,718.6,-140.96
201,139,McLaughlin Res,Humboldt Co,645,715,243634.95,High,High,AS,847.82,608.22,-239.6
201,170,McLaughlin Res,McLaughlin Res,715,715,0,High,High,Sympatric,1022.63,776.23,-246.4
201,225,McLaughlin Res,Cantua Creek,530,715,315581.42,High,High,AS,1065.59,697.05,-368.54
201,238,McLaughlin Res,San Joaquin Exp R,323,715,303738.6,Low,High,AD,644.51,475.46,-169.05
201,266,McLaughlin Res,Sedgwick,332,715,507422.68,Low,High,AD,706.13,389.32,-316.81
201,287,McLaughlin Res,Sutter Buttes,85,715,65099.23,Low,High,AD,746.07,339.37,-406.7
201,300,McLaughlin Res,Vandenberg,385,715,500289.08,Low,High,AD,1031.86,648.31,-383.55
201,316,McLaughlin Res,Windwolves,715,715,517356.34,High,High,AS,1208.72,879.18,-329.54
202,68,McLaughlin Res,Blue Oaks,763,715,173980.59,High,High,AS,166.49,186.23,19.74
202,78,McLaughlin Res,Chico Creek,381,715,119951.95,Low,High,AD,707.53,742.09,34.56
202,133,McLaughlin Res,Hopland REC,253,715,65032.18,Low,High,AD,499.37,503.55,4.18
202,142,McLaughlin Res,Humboldt Co,645,715,243634.95,High,High,AS,688.94,546.01,-142.93
202,179,McLaughlin Res,McLaughlin Res,715,715,0,High,High,Sympatric,1122.04,1221.67,99.63
202,217,McLaughlin Res,Cantua Creek,530,715,315581.42,High,High,AS,1476.47,1243.15,-233.32
202,237,McLaughlin Res,San Joaquin Exp R,323,715,303738.6,Low,High,AD,851.2,757.44,-93.76
202,268,McLaughlin Res,Sedgwick,332,715,507422.68,Low,High,AD,474.62,378.37,-96.25
202,309,McLaughlin Res,Vandenberg,385,715,500289.08,Low,High,AD,163.02,197.8,34.78
202,317,McLaughlin Res,Windwolves,715,715,517356.34,High,High,AS,1051.68,966.5,-85.18
202,339,McLaughlin Res,Chimineas,810,715,462546.44,High,High,AS,1283.33,1259.46,-23.87
202,341,McLaughlin Res,Sutter Buttes,85,715,65099.23,Low,High,AD,1084.18,861.97,-222.21
203,44,McLaughlin Res,Blue Oaks,763,715,173980.59,High,High,AS,1052.02,1055.9,3.88
203,93,McLaughlin Res,Chico Creek,381,715,119951.95,Low,High,AD,979.46,1247.34,267.88
203,134,McLaughlin Res,Hopland REC,253,715,65032.18,Low,High,AD,304.79,486.01,181.22
203,141,McLaughlin Res,Humboldt Co,645,715,243634.95,High,High,AS,856.68,457.54,-399.14
203,167,McLaughlin Res,McLaughlin Res,715,715,0,High,High,Sympatric,1247.14,743.58,-503.56
203,227,McLaughlin Res,Cantua Creek,530,715,315581.42,High,High,AS,552.07,473.47,-78.6
203,242,McLaughlin Res,San Joaquin Exp R,323,715,303738.6,Low,High,AD,489.33,339.05,-150.28
203,263,McLaughlin Res,Sedgwick,332,715,507422.68,Low,High,AD,788.18,572.95,-215.23
203,288,McLaughlin Res,Sutter Buttes,85,715,65099.23,Low,High,AD,771.87,668.59,-103.28
203,301,McLaughlin Res,Vandenberg,385,715,500289.08,Low,High,AD,1031.57,846.07,-185.5
203,332,McLaughlin Res,Windwolves,715,715,517356.34,High,High,AS,818.54,662.26,-156.28
203,336,McLaughlin Res,Chimineas,810,715,462546.44,High,High,AS,1135.54,887.95,-247.59
204,50,McLaughlin Res,Blue Oaks,763,715,173980.59,High,High,AS,709.02,711.96,2.94
204,82,McLaughlin Res,Chico Creek,381,715,119951.95,Low,High,AD,678.73,420.3,-258.43
204,105,McLaughlin Res,Chimineas,810,715,462546.44,High,High,AS,1475,1196.84,-278.16
204,123,McLaughlin Res,Hopland REC,253,715,65032.18,Low,High,AD,410.26,200.75,-209.51
204,147,McLaughlin Res,Humboldt Co,645,715,243634.95,High,High,AS,809.28,485.65,-323.63
204,168,McLaughlin Res,McLaughlin Res,715,715,0,High,High,Sympatric,1078.88,827.13,-251.75
204,220,McLaughlin Res,Cantua Creek,530,715,315581.42,High,High,AS,742.96,435.27,-307.69
204,239,McLaughlin Res,San Joaquin Exp R,323,715,303738.6,Low,High,AD,923.41,506.81,-416.6
204,253,McLaughlin Res,Sedgwick,332,715,507422.68,Low,High,AD,1389.02,916.58,-472.44
204,285,McLaughlin Res,Sutter Buttes,85,715,65099.23,Low,High,AD,639.4,296.55,-342.85
204,307,McLaughlin Res,Vandenberg,385,715,500289.08,Low,High,AD,1121.58,846.67,-274.91
204,331,McLaughlin Res,Windwolves,715,715,517356.34,High,High,AS,477.38,309.63,-167.75
206,22,McLaughlin Res,Blue Oaks,763,715,173980.59,High,High,AS,904.55,747.44,-157.11
206,79,McLaughlin Res,Chico Creek,381,715,119951.95,Low,High,AD,829.12,520.73,-308.39
206,129,McLaughlin Res,Hopland REC,253,715,65032.18,Low,High,AD,191.3,268.69,77.39
206,151,McLaughlin Res,Humboldt Co,645,715,243634.95,High,High,AS,790.98,215.94,-575.04
206,181,McLaughlin Res,McLaughlin Res,715,715,0,High,High,Sympatric,270.64,137.82,-132.82
206,222,McLaughlin Res,Cantua Creek,530,715,315581.42,High,High,AS,823.66,420.18,-403.48
206,241,McLaughlin Res,San Joaquin Exp R,323,715,303738.6,Low,High,AD,488.55,228.07,-260.48
206,254,McLaughlin Res,Sedgwick,332,715,507422.68,Low,High,AD,888.79,564.45,-324.34
206,314,McLaughlin Res,Vandenberg,385,715,500289.08,Low,High,AD,935.4,455.29,-480.11
206,334,McLaughlin Res,Windwolves,715,715,517356.34,High,High,AS,610.63,347.47,-263.16
206,338,McLaughlin Res,Chimineas,810,715,462546.44,High,High,AS,1354.09,875.65,-478.44
206,348,McLaughlin Res,Sutter Buttes,85,715,65099.23,Low,High,AD,740.9,265.3,-475.6
207,28,McLaughlin Res,Blue Oaks,763,715,173980.59,High,High,AS,977.18,438.77,-538.41
207,84,McLaughlin Res,Chico Creek,381,715,119951.95,Low,High,AD,790.17,345.24,-444.93
207,115,McLaughlin Res,Chimineas,810,715,462546.44,High,High,AS,1580.44,860.17,-720.27
207,135,McLaughlin Res,Hopland REC,253,715,65032.18,Low,High,AD,125.81,194.97,69.16
207,161,McLaughlin Res,Humboldt Co,645,715,243634.95,High,High,AS,275.39,159.02,-116.37
207,182,McLaughlin Res,McLaughlin Res,715,715,0,High,High,Sympatric,1764.36,1548.79,-215.57
207,223,McLaughlin Res,Cantua Creek,530,715,315581.42,High,High,AS,1031.72,345.55,-686.17
207,240,McLaughlin Res,San Joaquin Exp R,323,715,303738.6,Low,High,AD,447.01,173.13,-273.88
207,264,McLaughlin Res,Sedgwick,332,715,507422.68,Low,High,AD,976.82,374.6,-602.22
207,315,McLaughlin Res,Vandenberg,385,715,500289.08,Low,High,AD,999.97,350.57,-649.4
207,318,McLaughlin Res,Windwolves,715,715,517356.34,High,High,AS,1128.89,784.71,-344.18
207,345,McLaughlin Res,Sutter Buttes,85,715,65099.23,Low,High,AD,198.9,92.28,-106.62
208,30,McLaughlin Res,Blue Oaks,763,715,173980.59,High,High,AS,839.47,639.38,-200.09
208,83,McLaughlin Res,Chico Creek,381,715,119951.95,Low,High,AD,677.74,685.25,7.51
208,125,McLaughlin Res,Hopland REC,253,715,65032.18,Low,High,AD,159.79,150.51,-9.28
208,157,McLaughlin Res,Humboldt Co,645,715,243634.95,High,High,AS,1340.08,1239.63,-100.45
208,176,McLaughlin Res,McLaughlin Res,715,715,0,High,High,Sympatric,1075.21,782.84,-292.37
208,216,McLaughlin Res,Cantua Creek,530,715,315581.42,High,High,AS,1106.14,636.42,-469.72
